file_number,office,shift_granted,admission_date,condition,shift_date,egress_date,technical,detail
p-742933/19,rivadavia-junin,si,19/9/2019,archivado,,24/10/2019,jv,retira aux. ariel morcos de zona este
p-19062/19 segunda,"robos, hurtos y sustraccion automotores",si ,24/9/2019,archivado,,2/10/2019,lo,retira aux. nerina ortega
p-103147/18,rivadavia-junin,si,,observacion,,17/10/2019,jv,"entran dos juntos, por eso no tiene fecha de entrada. retira ariel morcos"
p-724242/19 segundo,san martin,si,24/9/2019,archivado,,3/10/2019,lo,retira aux. ariel morcos de zona este
p-722112/19,no,si,24/9/2019,archivado,,3/10/2019,jv,retira aux. ariel morcos de zona este
sumario 408/19,san rafael,no,12/9/2019,archivado,,3/10/2019,cn,retira juan pablo martinez
p-32617/19,integridad sexual,si,23/9/2019,archivado,,3/10/2019,jv,retira aux. pablo ca�adas
p-122083/17,no,si,3/10/2019,archivado,,15/10/2019,ev,retira aux. ariel morcos de zona este
p-742299/19 segundo,contravencional 2,si,16/9/2019,archivado,,3/3/2020,lo,retira aux. patricia lera de juzgado contravencional
p-728524/19,integridad sexual,si,19/9/2019,archivado,,19/12/2019,cn,retira aux. federico simonovich
p-748859/19,automotores,si,,turno otorgado,,,,
p-749974/19,oficina fiscal 5,si,2/10/2019,archivado,,8/10/2019,cn,retira aux. maria laura ruiz
p-746884/19,"robos, hurtos y sustraccion automotores",si,18/9/2019,archivado,,8/10/2019,jv,retira nerina ortega
p-725525/19,san rafael,si,8/10/2019,archivado,,5/11/2019,ev,retira juan pablo mart�nez
p-26768/19 tercero,"robos, hurtos y sustraccion automotores",si,4/10/2019,archivado,,8/10/2019,jv,retira nerina ortega
p-87697/18,san martin,si,,turno otorgado,,,,
p-750540/19,"robos, hurtos y sustraccion automotores",si,8/10/2019,archivado,,20/11/2019,lo,entregado en mesa de entradas de esa ufi al auxiliar alejandro rubio
p-751317/19,"robos, hurtos y sustraccion automotores",si,20/9/2019,archivado,,27/9/2019,cn,retira lucas castillo
p-746602/19,delitos economicos,si,18/9/2019,archivado,,20/9/2019,jv,retira aux laura avila
p-746201/19 segundo,homicidios,si,19/9/2019,archivado,,2/10/2019,lo,retira aquiles torres
p-743734/19,san rafael,no,19/9/2019,archivado,,17/10/2019,ev,retira juan pablo mart�nez
p-751762/19,homicidios,si,19/9/2019,archivado,,2/10/2019,jv,"retira secuestro e informe aux. juan assenza de of. 10, falta entregar informe // informe retirado por aquiles torres"
p-704817/19,malargue,no,19/9/2019,archivado,,17/10/2019,jv,"retira juan pablo mart�nez. oficio con recibido de fecha 22/10/19 firmado por la sra. jefa de mesa de entradas, mirtha gomez"
p-716099/19 segundo,integridad sexual,si,23/9/2019,archivado,,27/9/2019,lo,no trajeron tel�fono // retira aux pablo ca�adas 
p-751821/19,homicidios,si,25/9/2019,archivado,,6/11/2019,jv,retira aux. aquiles torres
p-10264/19,no especializados,si,26/9/2019,archivado,,2/1/2020,cn,retira aux. adriana stella de ufi no especializados
p-105747/18,san martin,si,8/10/2019,archivado,,12/11/2019,cn,retira aux. ariel morcos
p-713462/19,san rafael,si,26/9/2019,archivado,,23/10/2019,ev,retira juan pablo mart�nez
p-737644/19,rivadavia-junin,si,3/10/2019,observacion,,11/2/2020,lo,retira ariel morcos. falta entregar segunda parte. el 20/02/20 retira ariel morcos la segunda parte. 
p-152127/17,no especializados,no,23/9/2019,archivado,,23/9/2019,cn,solicitaron copia de videos de al sur. retira dario beas secretario
p-81960/18,delitos economicos,si,26/9/2019,archivado,,30/9/2019,cn,retira balbina arizu de ufi econ�micos
p-73618/18 segunda,"robos, hurtos y sustraccion automotores",si,25/9/2019,archivado,,2/10/2019,lo,retira aux. nerina ortega
p-743459/19,flagrancia,si,,se cae turno,,,,no lo trajeron
p-717816/19,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-5515/19 quinta,delitos economicos,si,,turno otorgado,,29/7/2019,ev,retira aux victoria elst
p-750860/19,san martin,si,17/10/2019,falta entregar,,,cn,
p-754248/19,homicidios,si,26/9/2019,archivado,,27/9/2019,lo,"retira dr. carlos torres, fiscal de homicidios"
p-747830/19,violencia genero,si,23/10/2019,archivado,,21/11/2019,thor,retira gonzalo bustos auxiliar de esa undiad
p-718940/19,rivadavia-junin,si ,15/10/2019,archivado,,24/10/2019,ev,retira aux. ariel morcos de zona este
p-721746/19,delitos economicos,no,26/9/2019,archivado,,30/9/2019,ev,retira balbina arizu
p-716293/19,san rafael,no,26/9/2019,archivado,,5/11/2019,jv,retira juan pablo martinez
p-752521/19,san rafael,no,26/9/2019,archivado,,23/10/2019,lo,retira juan pablo martinez
p-740828/19 segunda,santa rosa,si,27/9/2019,archivado,,3/10/2019,lo,"copia cd, se env�a al se�or fiscal via mail un adelanto de las capturas de pantalla. retira aux. ariel morcos de zona este"
p-16130/19,delitos economicos,si,3/10/2019,archivado,,,cn,retira gonzalo todela
p-752001/19,valle de uco,si,27/9/2019,archivado,,10/10/2019,cn,retira aux. jesus barroso de despacho de valle de uco
p-753108/19,homicidios,si,2/10/2019,archivado,,10/10/2019,lo,retira aux. mart�n bustos
p-753932/19,"robos, hurtos y sustraccion automotores",si,3/10/2019,archivado,,8/10/2019,cn,retira nerina ortega
p-754864/19,"robos, hurtos y sustraccion automotores",si,2/10/2019,archivado,,8/10/2019,jv,retira nerina ortega
p-58796/17 segunda,homicidios,si,,se cae turno,,,,
p-724109/19,homicidios,si,1/10/2019,archivado,,15/11/2019,lo,retira aux. noelia dasmi
p-740779/19,no especializados,si,4/10/2019,archivado,,1/11/2019,lo,retira aux. delitos no especializados
p-754248/19 segunda,homicidios,si,2/10/2019,archivado,,7/10/2019,cn,retira dr. oscar malla de ufi
p-750457/19,homicidios,si,4/10/2019,archivado,,10/10/2019,cn,retira aux. mart�n bustos
p-752155/19,correccional,si,8/10/2019,archivado,,16/10/2019,ev,entregado en mesa de entrada de ufi correccional
p-752485/19,"robos, hurtos y sustraccion automotores",si,9/10/2019,archivado,,30/10/2019,jv,retira aux. franco leonelli de ufi robos
p-754754/19,integridad sexual,si,3/10/2019,archivado,,8/11/2019,cn,retira auxiliar mar�a florencia fern�ndez de oficina fiscal n� 06
p-749061/19,integridad sexual,si,16/10/2019,archivado,,18/10/2019,cn,retira proc. pablo ca�adas
p-747285/19,automotores,si,9/10/2019,archivado,,22/10/2019,cn,"retira dra. romina distefano, jefa de mesa de entradas de ufi automotores"
p-756390/19,integridad sexual,si,17/10/2019,archivado,,23/10/2019,cn,retira jaquelina iannnizzotto
p-100882/18 p-20578/19,delitos economicos,si,17/10/2019,archivado,,19/11/2019,jv,retira aux. adm. a bernasconi 
p-751753/19,valle de uco,si,4/10/2019,archivado,,10/10/2019,ev,retira aux. jesus barroso de despacho de valle de uco
p-754851/19,automotores,si, ,archivado,,25/10/2019,jv,retira cintia fiavini
p-102752/18,ogap 2,no,7/10/2019,archivado,,7/10/2019,lo,se contesta via mail pedido de informe sobre autos. 
p-744160/19,"robos, hurtos y sustraccion automotores",si,18/10/2019,archivado,,11/11/2019,cn,retira aux. federico ragno de ufi robos y hurtos
p-749794/19,santa rosa,si,18/10/2019,archivado,,3/12/2019,lo,retira aux. ariel morcos de tercera circunscripci�n judicial
p-5515/19 sexta,delitos economicos,si,10/10/2019,archivado,,2/12/2019,ev,"turno reprogramado. retira, junto con cpus aux silva de ufi. "
